address,price,details,Price,Bedrooms,Bathrooms,Latitude,Longitude
"320 Richmond St E #503, Toronto, ON M5A 1P9","C$638,000",2 bds2 ba- Condo for sale,638000,2,2,43.6535819,-79.3687903
"75 Dalhousie St #810, Toronto, ON M5B 2R9","C$588,500",1 bd1 ba- Condo for sale,588500,1,1,43.6554873,-79.3759283
"116 Parkmount Rd, Toronto, ON M4J 4V4","C$849,900",2 bds1 ba- House for sale,849900,2,1,43.6800594,-79.3253012
"1369 Bloor St W #1301, Toronto, ON M6P 4J4","C$699,000",2 bds2 ba- Condo for sale,699000,2,2,43.6570898,-79.4455728
"1148 Glengrove Ave, Toronto, ON M6B 2K4","C$1,099,000",3 bds2 ba- House for sale,1099000,3,2,43.7071668,-79.463128
"225 Sherway Gardens Rd #2803, Toronto, ON M9C 0A3","C$500,000",1 bd1 ba- Condo for sale,500000,1,1,43.6089754,-79.55871499999999
"179 Brighton Ave, Toronto, ON M3H 4E3","C$1,488,000",3 bds3 ba- House for sale,1488000,3,3,43.7586662,-79.4512531
"25 Carlton St #1202, Toronto, ON M5B 1L4","C$599,000",1 bd1 ba- Condo for sale,599000,1,1,43.6612664,-79.38159279999999
"50 Scarborough Golf Clu Rd #124, Toronto, ON M1M 3T5","C$450,000",3 bds2 ba- Townhouse for sale,450000,3,2,43.7442856,-79.2095542
"394 Main St, Toronto, ON M4C 4X8","C$999,900",3 bds2 ba- House for sale,999900,3,2,43.69127719999999,-79.3034706
"33 Shore Breeze Dr #1105, Toronto, ON M8V 0G1","C$499,900",1 bd1 ba- Condo for sale,499900,1,1,43.6240074,-79.4792379
"55 Green Lanes Dr, Toronto, ON M8Z 4V8","C$1,249,800",2 bds4 ba- House for sale,1249800,2,4,43.6416512,-79.5243036
"715 Don Mills Rd #2605, Toronto, ON M3C 1S5","C$425,000",1 bd1 ba- Condo for sale,425000,1,1,43.71054609999999,-79.333697
"4062 Lawrence Ave #306, Toronto, ON M1E 4V5","C$349,000",3 bds2 ba- Condo for sale,349000,3,2,43.767014,-79.19747579999999
"4062 Lawrence Ave #306, Toronto, ON M1E 4V5","C$349,000",3 bds2 ba- Condo for sale,349000,3,2,43.767014,-79.19747579999999
"15 Zorra St #7, Toronto, ON M8Z 0C1","C$725,000",2 bds2 ba- Condo for sale,725000,2,2,43.6212404,-79.5213634
"121 Sherwood Ave, Toronto, ON M4P 2A6","C$3,295,000",3 bds4 ba- House for sale,3295000,3,4,43.7146636,-79.3935757
"40 Goodall Dr, Toronto, ON M1B 5E3","C$849,000",3 bds2 ba- House for sale,849000,3,2,43.8187686,-79.2022391
"226 Galloway Rd, Toronto, ON M1E 1X4","C$899,900",4 bds3 ba- House for sale,899900,4,3,43.767768,-79.1968436
"30 Meadowglen Pl #LPH2802, Toronto, ON M1G 0A6","C$549,000",1 bd2 ba- Condo for sale,549000,1,2,43.7746779,-79.2305336
"297 College St #1512, Toronto, ON M5T 0C2","C$675,000",1 bd1 ba- Condo for sale,675000,1,1,43.6575255,-79.4015589
"397 Front St W SPACE H-1, Toronto, ON M5V 3S1","C$1,298,000",2 bds3 ba- Condo for sale,1298000,2,3,43.6426397,-79.3935863
"50 Commons Dr, Toronto, ON M1T 1E4","C$1,190,000",3 bds2 ba- House for sale,1190000,3,2,43.7749567,-79.3203035
"20 Joe Shuster Way #1010, Toronto, ON M6K 0A3","C$579,000",2 bds1 ba- Condo for sale,579000,2,1,43.640128,-79.4243082
"551 The West Mall #1012, Toronto, ON M9C 1G7","C$475,000",2 bds1 ba- Condo for sale,475000,2,1,43.6524909,-79.5690912
"119 King St, Toronto, ON M9N 1L6","C$849,900",2 bds2 ba- House for sale,849900,2,2,43.706012,-79.5147844
"111 Bathurst St #1213, Toronto, ON M5V 0M9","C$585,000",1 bd1 ba- Condo for sale,585000,1,1,43.6448228,-79.40280369999999
"555 Donlands Ave, Toronto, ON M4J 3S4","C$1,199,000",3 bds4 ba- House for sale,1199000,3,4,43.6972556,-79.34863349999999
"11 Thorncliffe Park Dr #7, Toronto, ON M4H 1P3","C$595,000",2 bds2 ba- Condo for sale,595000,2,2,43.70402139999999,-79.3490836
"87 Glen Watford Dr, Toronto, ON M1S 2C6","C$1,388,000",3 bds2 ba- House for sale,1388000,3,2,43.7949211,-79.280265
"33 University Ave #1601, Toronto, ON M5J 2S7","C$559,900",1 bd2 ba- Condo for sale,559900,1,2,43.6462538,-79.38359969999999
"2045 Lake Shore Blvd W #3305, Toronto, ON M8V 2Z6","C$2,599,000",3 bds3 ba- Condo for sale,2599000,3,3,43.6315679,-79.4748331
"5580 Sheppard Ave E #105, Toronto, ON M1B 2L3","C$399,000",1 bd1 ba- Condo for sale,399000,1,1,43.7945926,-79.2378274
"88 Blue Jays Way #1211, Toronto, ON M5V 0L7","C$538,000",Studio1 ba- Condo for sale,538000,1,1,43.6455046,-79.3924571
"170 Fort York Blvd #P3-102, Toronto, ON M5V 0E6","C$39,995",Studio-- ba- Condo for sale,39995,,,43.6393686,-79.3995846
"3 Everson Dr #142, Toronto, ON M2N 7C2","C$669,999",2 bds2 ba- Townhouse for sale,669999,2,2,43.75690729999999,-79.4061906
"565 Wilson Ave PENTHOUSE 1308W, Toronto, ON M3H 0C6","C$1,099,888",2 bds3 ba- Condo for sale,1099888,2,3,43.7341968,-79.44802419999999
"170 Cummer Ave, Toronto, ON M2M 2E7","C$2,969,900",4 bds5 ba- House for sale,2969900,4,5,43.7893042,-79.4083201
"89 Valley Centre Dr, Toronto, ON M1X 1H2","C$865,000",4 bds4 ba- House for sale,865000,4,4,43.8231998,-79.2028067
"225 Wellesley St E #912, Toronto, ON M4X 1X8","C$599,000",2 bds2 ba- Condo for sale,599000,2,2,43.66741589999999,-79.3725722
"124 Marion St, Toronto, ON M6R 1E7","C$1,600,000",3 bds1 ba- House for sale,1600000,3,1,43.641527,-79.4458269
"30 Saint Hildas Ave, Toronto, ON M4N 2P4","C$2,895,000",4 bds5 ba- House for sale,2895000,4,5,43.7182951,-79.399339
"38 Lissom Cres, Toronto, ON M2R 2P1","C$1,699,000",3 bds4 ba- House for sale,1699000,3,4,43.7856501,-79.44410309999999
"35 B Butterworth Ave, Toronto, ON M1L 1H2","C$1,450,000",4 bds4 ba- House for sale,1450000,4,4,43.6967524,-79.2714135
"380 Dixon Rd #2403, Toronto, ON M9R 1T3","C$349,900",1 bd1 ba- Condo for sale,349900,1,1,43.6949961,-79.5567885
"1331 Queen St E UNIT 507, Toronto, ON M4L 1C6","C$1,200,900",2 bds2 ba- Condo for sale,1200900,2,2,43.663923,-79.3268013
"1030 Sheppard Ave #614, Toronto, ON M3H 6C1","C$599,888",2 bds2 ba- Condo for sale,599888,2,2,43.7510542,-79.460764
"37 Wilmar Rd, Toronto, ON M9B 3R8","C$999,000",2 bds2 ba- House for sale,999000,2,2,43.6371808,-79.5430964
"811 Dovercourt Rd, Toronto, ON M6H 2X4","C$899,000",3 bds2 ba- House for sale,899000,3,2,43.66286849999999,-79.4296659
"530 Douglas Ave, Toronto, ON M5M 1H5","C$2,949,000",4 bds5 ba- House for sale,2949000,4,5,43.7214497,-79.4280643
"142 Widdicombe Hill Blvd #522, Toronto, ON M9R 0A9","C$649,000",2 bds2 ba- Townhouse for sale,649000,2,2,43.675729,-79.558544
"42 Leopold St, Toronto, ON M6K 1J9","C$1,545,000",4 bds3 ba- House for sale,1545000,4,3,43.6384838,-79.4387356
"15 Brumwell St, Toronto, ON M1C 2K7","C$1,700,000",3 bds4 ba- House for sale,1700000,3,4,43.7894268,-79.1476049
"452 Scarborough Golf Clu Rd #605, Toronto, ON M1G 1H1","C$439,900",2 bds2 ba- Condo for sale,439900,2,2,43.7548779,-79.2143924
"26 Norton Ave #1605, Toronto, ON M2N 0H6","C$639,000",2 bds1 ba- Condo for sale,639000,2,1,43.7726149,-79.4127603
"21 Winding Ct, Toronto, ON M1C 4X6","C$1,499,000",6 bds6 ba- House for sale,1499000,6,6,43.7888335,-79.1635174
"188 Doris Ave #1514, Toronto, ON M2N 6Z5","C$559,000",1 bd2 ba- Condo for sale,559000,1,2,43.7674356,-79.4106943
"77 Song Meadoway, Toronto, ON M2H 2T9","C$749,000",5 bds2 ba- Condo for sale,749000,5,2,43.8116186,-79.3563209
"955 Bay St #302, Toronto, ON M5S 0C6","C$699,900",2 bds2 ba- Condo for sale,699900,2,2,43.6646319,-79.3869529
"993 Queen St W #207, Toronto, ON M6J 1H2","C$1,150,000",1 bd1 ba- Condo for sale,1150000,1,1,43.6446488,-79.4156165
"21 Ada Cres, Toronto, ON M1P 4A9","C$939,000",6 bds2 ba- House for sale,939000,6,2,43.7646783,-79.25691239999999
"65 Glenshaw Cres, Toronto, ON M4B 2E1","C$2,599,000",4 bds5 ba- House for sale,2599000,4,5,43.7089862,-79.3178832
"38 Lee Center Dr #709, Toronto, ON M1H 3J7","C$499,000",2 bds2 ba- Condo for sale,499000,2,2,43.7817588,-79.2466125
"22 Saugeen Cres, Toronto, ON M1K 3M9","C$899,900",6 bds4 ba- House for sale,899900,6,4,43.7290232,-79.2646527
"1470 Midland Ave UNIT 2004, Toronto, ON M1P 4Z4","C$480,000",2 bds2 ba- Condo for sale,480000,2,2,43.75240780000001,-79.26592529999999
"75 Emmett Ave #503, Toronto, ON M6M 5A7","C$599,900",4 bds2 ba- Condo for sale,599900,4,2,43.687194,-79.5047683
"36 Park Lawn Rd #2201, Toronto, ON M8V 0E5","C$599,000",2 bds1 ba- Condo for sale,599000,2,1,43.6235931,-79.4845168
"455 Sentinel Rd #308, Toronto, ON M3J 1V5","C$469,000",2 bds1 ba- Condo for sale,469000,2,1,43.7628776,-79.5000999
"710 Humberwood Blvd PENTHOUSE 5, Toronto, ON M9W 7J5","C$749,000",4 bds3 ba- Condo for sale,749000,4,3,43.7247822,-79.6160393
"15 Applewood Ln #92, Toronto, ON M9C 0C1","C$789,999",3 bds3 ba- Townhouse for sale,789999,3,3,43.6505416,-79.5668851
"40 Rosehill Ave #804, Toronto, ON M4T 1G5","C$1,888,000",3 bds3 ba- Condo for sale,1888000,3,3,43.6868485,-79.3919366
"142 Barton Ave, Toronto, ON M6G 1R2","C$2,800,000",4 bds5 ba- House for sale,2800000,4,5,43.6668521,-79.4192178
"7 B Ventnor Ave, Toronto, ON M4C 2Z6","C$1,199,000",3 bds3 ba- House for sale,1199000,3,3,43.6993,-79.3177067
"25 Greenview Ave #2224, Toronto, ON M2M 0A5","C$649,000",1 bd1 ba- Condo for sale,649000,1,1,43.7804536,-79.4184528
"714 The West Mall #507, Toronto, ON M9C 4X1","C$549,000",1 bd1 ba- Condo for sale,549000,1,1,43.6568866,-79.57077029999999
"156 Thistle Down Blvd, Toronto, ON M9V 1K1","C$1,419,000",4 bds2 ba- House for sale,1419000,4,2,43.741058,-79.5507824
"48 Brenda Cres, Toronto, ON M1K 3C6","C$1,099,000",3 bds3 ba- House for sale,1099000,3,3,43.72037479999999,-79.2590381
"75 Haslam St, Toronto, ON M1N 3N8","C$799,900",3 bds3 ba- House for sale,799900,3,3,43.7061145,-79.2584285
"6 Ashbury Ave, Toronto, ON M6E 1V7","C$799,999",3 bds3 ba- House for sale,799999,3,3,43.6907094,-79.44029239999999
"10 Parkway Forest Dr #1012, Toronto, ON M2J 1L3","C$489,900",2 bds2 ba- Condo for sale,489900,2,2,43.7699559,-79.3454596
"7 Mabelle Ave #303, Toronto, ON M9A 0C9","C$516,900",1 bd1 ba- Condo for sale,516900,1,1,43.6464587,-79.52610179999999
"10 Minton Pl, Toronto, ON M4K 3X6","C$1,297,900",3 bds2 ba- House for sale,1297900,3,2,43.6955511,-79.3514435
"288 Johnston Ave, Toronto, ON M2N 1H6","C$2,350,000",4 bds5 ba- House for sale,2350000,4,5,43.7562633,-79.4242013
"17 Zorra St UNIT 1509, Toronto, ON M8Z 0C8","C$499,990",1 bd1 ba- Condo for sale,499990,1,1,43.621263,-79.52130679999999
"32 Bailey Cres, Toronto, ON M1G 2P3","C$879,000",3 bds3 ba- House for sale,879000,3,3,43.7704718,-79.2287482
"93 Merkley Sq, Toronto, ON M1G 2Y5","C$999,900",4 bds3 ba- House for sale,999900,4,3,43.7738909,-79.2141633
"8 Silverbell Grv #1004, Toronto, ON M1B 4Z3","C$399,000",2 bds2 ba- Condo for sale,399000,2,2,43.8048615,-79.21669709999999
"65 Ernest Ave, Toronto, ON M2J 3T4","C$1,298,800",3 bds2 ba- House for sale,1298800,3,2,43.7900553,-79.33742629999999
"20 Bridesburg Dr, Toronto, ON M9R 2K3","C$1,400,000",8 bds5 ba- House for sale,1400000,8,5,43.6961598,-79.5624359
"405 Nairn Ave, Toronto, ON M6E 4J2","C$799,000",2 bds1 ba- House for sale,799000,2,1,43.6899396,-79.4537187
"6 Parmbelle Cres, Toronto, ON M3A 3G6","C$2,998,000",3 bds3 ba- House for sale,2998000,3,3,43.7524841,-79.34005259999999
"90 Park Lawn Rd #3101, Toronto, ON M8Y 0B6","C$1,575,000",3 bds3 ba- Condo for sale,1575000,3,3,43.6243974,-79.4852196
"4968 Yonge St W #510, Toronto, ON M2N 7G9","C$598,000",2 bds1 ba- Condo for sale,598000,2,1,43.7654169,-79.4125167
"1173 Dundas St E #228, Toronto, ON M4M 3P1","C$1,500,000",1 bd2 ba- Condo for sale,1500000,1,2,43.6644818,-79.3416879
"103 The Queensway Ave #706, Toronto, ON M6S 5B3","C$499,000",1 bd1 ba- Condo for sale,499000,1,1,43.6362926,-79.47046279999999
"64 Zezel Way, Toronto, ON M1P 2X1","C$699,900","4 bds4 ba1,650 sqft- Townhouse for sale",699900,4,4,43.76636939999999,-79.27551799999999
"1121 Bay St #1603, Toronto, ON M5S 3L9","C$973,000",2 bds2 ba- Condo for sale,973000,2,2,43.6679864,-79.3885486
"33 Mill St UNIT 2805, Toronto, ON M5A 3R3","C$1,299,999",2 bds2 ba- Condo for sale,1299999,2,2,43.65036050000001,-79.360919
"29 Singer Ct #2915, Toronto, ON M2K 0B3","C$589,900",1 bd1 ba- Condo for sale,589900,1,1,43.7692161,-79.3688897
"2 Rean Dr #409, Toronto, ON M2K 3B8","C$515,000",1 bd1 ba- Condo for sale,515000,1,1,43.7656347,-79.3831635
"365 Dundas St E #219, Toronto, ON M5A 4R9","C$474,900",Studio1 ba- Condo for sale,474900,1,1,43.6585132,-79.3686553
"505 Lansdowne Ave, Toronto, ON M6H 3Y2","C$1,198,000",3 bds3 ba- House for sale,1198000,3,3,43.6550456,-79.4413003
"92 Futura Dr, Toronto, ON M3N 2L7","C$699,900",3 bds2 ba- House for sale,699900,3,2,43.7501803,-79.5107286
"2212 Lake Shore Blvd PENTHOUSE 4802, Toronto, ON M8V 0C2","C$1,288,888",2 bds2 ba- Condo for sale,1288888,2,2,43.6225855,-79.4824892
"1356 Bathurst St #10, Toronto, ON M5R 3H7","C$1,445,000",3 bds3 ba- Townhouse for sale,1445000,3,3,43.67976729999999,-79.41725269999999
"75 Graydon Hall Dr UNIT 805, Toronto, ON M3A 3M5","C$539,900",3 bds2 ba- Condo for sale,539900,3,2,43.764288,-79.3440864
"64 Glebemount Ave, Toronto, ON M4C 3R6","C$999,900",3 bds2 ba- House for sale,999900,3,2,43.6868682,-79.31887019999999
"11 E Tranby Ave #E, Toronto, ON M5R 1N4","C$4,100,000",3 bds3 ba- Townhouse for sale,4100000,3,3,43.6731591,-79.3965004
"761 Bay St #306, Toronto, ON M5G 2R2","C$738,000",1 bd1 ba- Condo for sale,738000,1,1,43.6596493,-79.3849721
"1 Pemberton Ave #409, Toronto, ON M2M 4L9","C$510,000",1 bd1 ba- Condo for sale,510000,1,1,43.78087420000001,-79.414255
"70 Torrens Ave, Toronto, ON M4K 2H8","C$899,800",2 bds2 ba- House for sale,899800,2,2,43.6911473,-79.35161149999999
"28 Olive Ave #301, Toronto, ON M2N 7E6","C$495,000",1 bd1 ba- Condo for sale,495000,1,1,43.77934519999999,-79.4136798
"55 Michael Dr, Toronto, ON M2H 2A4","C$2,888,000",5 bds7 ba- House for sale,2888000,5,7,43.8041894,-79.36439530000001
"54 Argyle St, Toronto, ON M6J 1N6","C$1,998,000",3 bds3 ba- House for sale,1998000,3,3,43.6472179,-79.4194046
"49 Reiner Rd, Toronto, ON M3H 2L3","C$2,699,000",4 bds5 ba- House for sale,2699000,4,5,43.7513871,-79.4412988
"100 Sorauren Ave, Toronto, ON M6R 2E2","C$1,595,000",3 bds3 ba- House for sale,1595000,3,3,43.6428091,-79.44237489999999
"37 Newman Ave, Toronto, ON M4C 5A5","C$999,999",4 bds3 ba- House for sale,999999,4,3,43.6944405,-79.29931909999999
"54 Overture Rd, Toronto, ON M1E 2V9","C$699,000",3 bds2 ba- House for sale,699000,3,2,43.7611944,-79.1995041
"15 White Pine Ave, Toronto, ON M4B 2Z8","C$1,525,000",3 bds2 ba- House for sale,1525000,3,2,43.7057238,-79.3222402
"35 Church St #211, Toronto, ON M5E 1T3","C$829,000",1 bd1 ba- Condo for sale,829000,1,1,43.6491415,-79.3738573
"35 Kings Park Blvd, Toronto, ON M4J 2B7","C$1,090,000",4 bds2 ba- House for sale,1090000,4,2,43.6854334,-79.3450584
"106 Rochman Blvd, Toronto, ON M1H 1S2","C$799,999",3 bds3 ba- House for sale,799999,3,3,43.7630355,-79.23145869999999
"1255 Bridletowne Cir #9, Toronto, ON M1W 0A5","C$799,000",4 bds5 ba- House for sale,799000,4,5,43.7940587,-79.31162690000001
"4 Commonwealth Ave, Toronto, ON M1K 4J8","C$799,000",2 bds2 ba- House for sale,799000,2,2,43.72765769999999,-79.2541194
"578 Ontario St, Toronto, ON M4X 1M7","C$1,700,000",4 bds3 ba- Townhouse for sale,1700000,4,3,43.6668697,-79.3720835
"65 Bremner Blvd #1106, Toronto, ON M5J 0A7","C$609,900",1 bd1 ba- Condo for sale,609900,1,1,43.6429418,-79.38055709999999
"5 Collingsbrook Blvd, Toronto, ON M1W 1L5","C$999,900",4 bds4 ba- House for sale,999900,4,4,43.7894714,-79.3227263
"260 Seneca Hill Dr #1812, Toronto, ON M2J 4S6","C$399,900",2 bds1 ba- Condo for sale,399900,2,1,43.7901315,-79.3573445
"1705 Mccowan Rd #303, Toronto, ON M1S 4L2","C$449,000",2 bds1 ba- Condo for sale,449000,2,1,43.7886117,-79.2572647
"70 Zezel Way, Toronto, ON M1P 2X1","C$788,000",4 bds4 ba- Townhouse for sale,788000,4,4,43.7664916,-79.2755829
"183 Yorkview Dr, Toronto, ON M2R 1K2","C$1,678,000",7 bds3 ba- House for sale,1678000,7,3,43.7724832,-79.4409726
"1420 Dupont St #712, Toronto, ON M6H 0C2","C$549,000",2 bds1 ba- Condo for sale,549000,2,1,43.6667421,-79.4482712
"70 Zezel Way, Toronto, ON M1P 2X1","C$788,000",4 bds4 ba- Townhouse for sale,788000,4,4,43.7664916,-79.2755829
"183 Yorkview Dr, Toronto, ON M2R 1K2","C$1,678,000",7 bds3 ba- House for sale,1678000,7,3,43.7724832,-79.4409726
"1420 Dupont St #712, Toronto, ON M6H 0C2","C$549,000",2 bds1 ba- Condo for sale,549000,2,1,43.6667421,-79.4482712
"1705 Mccowan Rd #303, Toronto, ON M1S 4L2","C$449,000",2 bds1 ba- Condo for sale,449000,2,1,43.7886117,-79.2572647
"4727 Sheppard Ave E UNIT 112, Toronto, ON M1S 5B3","C$549,900",2 bds2 ba- Condo for sale,549900,2,2,43.7894966,-79.25357919999999
"33 Charles St E #907, Toronto, ON M4Y 0A2","C$648,999",1 bd1 ba570 sqft- Condo for sale,648999,1,1,43.6685778,-79.3844795
"1596 Pharmacy Ave, Toronto, ON M1R 2K7","C$988,000",3 bds2 ba- House for sale,988000,3,2,43.7649929,-79.3130717
"62 Forest Manor Rd UNIT 904, Toronto, ON M2J 0B6","C$599,900",1 bd1 ba- Condo for sale,599900,1,1,43.7738988,-79.34541159999999
"2387 Weston Rd, Toronto, ON M9N 1Z8","C$995,000",-- sqft lot- Lot / Land for sale,995000,,,43.7065856,-79.53242
"41 Howarth Ave, Toronto, ON M1R 1H3","C$1,929,000",4 bds5 ba- House for sale,1929000,4,5,43.7407501,-79.3063933
"2787 Weston Rd, Toronto, ON M9M 0A9","C$1,599,913",4 bds4 ba- House for sale,1599913,4,4,43.718618,-79.5374233
"38 Elm St #2800, Toronto, ON M5G 2K5","C$649,900",1 bd1 ba- Condo for sale,649900,1,1,43.6577796,-79.38341299999999
"24 Harnish Cres, Toronto, ON M2M 2C1","C$1,789,000",3 bds3 ba- House for sale,1789000,3,3,43.7849031,-79.4068331
"12 Saint Clair Ave #3409, Toronto, ON M1L 1W6","C$699,000",3 bds3 ba- Condo for sale,699000,3,3,43.7133371,-79.27405259999999
"295 Adelaide St W #3406, Toronto, ON M5V 0L4","C$659,000",1 bd1 ba- Condo for sale,659000,1,1,43.64767519999999,-79.390532
"246 Edenbridge Dr, Toronto, ON M9A 3H3","C$3,199,999",4 bds4 ba- House for sale,3199999,4,4,43.6797168,-79.5102519
"5 Rowntree Rd #405, Toronto, ON M9V 5G9","C$499,900",3 bds2 ba- Condo for sale,499900,3,2,43.7494792,-79.5807578
"8 Eglinton Ave E #4307, Toronto, ON M4P 0C1","C$599,800",1 bd1 ba- Condo for sale,599800,1,1,43.7073036,-79.397897
"523 B Royal York Rd, Toronto, ON M8Y 2S5","C$1,269,900","3 bds4 ba2,357 sqft- Townhouse for sale",1269900,3,4,43.6240199,-79.50124199999999
"5 Rowntree Rd #601, Toronto, ON M9V 5G9","C$589,999",2 bds2 ba- Condo for sale,589999,2,2,43.7494792,-79.5807578
"8 Meadowglade Cres, Toronto, ON M2J 1C7","C$1,888,888",4 bds4 ba- House for sale,1888888,4,4,43.7711434,-79.35054
"1 Leila Ln #1209, Toronto, ON M6A 2M7","C$468,000",1 bd1 ba- Condo for sale,468000,1,1,43.7241089,-79.4454013
"1218 Dufferin St, Toronto, ON M6H 4C1","C$1,399,888",5 bds5 ba- House for sale,1399888,5,5,43.6659084,-79.43816
"21 Iceboat Ter #2708, Toronto, ON M5V 4A9","C$719,800",2 bds1 ba- Condo for sale,719800,2,1,43.64049809999999,-79.3974313
"340 Dixon Rd #2111, Toronto, ON M9R 1T1","C$399,999",3 bds2 ba- Condo for sale,399999,3,2,43.6960392,-79.55411959999999
"619 Avenue Rd #1404, Toronto, ON M4V 2K6","C$2,500,000",2 bds2 ba- Condo for sale,2500000,2,2,43.6900675,-79.40229339999999
"35 Orlando Blvd, Toronto, ON M1R 3N5","C$1,998,000",5 bds5 ba- House for sale,1998000,5,5,43.7572805,-79.30580119999999
"181 Village Green Sq #214, Toronto, ON M1S 0K6","C$439,900",1 bd1 ba- Condo for sale,439900,1,1,43.77897309999999,-79.28129059999999
"125 Village Green Sq UNIT 704, Toronto, ON M1S 0G3","C$598,000",2 bds2 ba- Condo for sale,598000,2,2,43.7775233,-79.2812387
"4968 Yonge St UNIT 709, Toronto, ON M2N 7G9","C$588,800",2 bds1 ba- Condo for sale,588800,2,1,43.7654169,-79.4125167
"22 Wellesley St E #702, Toronto, ON M4Y 1G3","C$599,000",2 bds1 ba- Condo for sale,599000,2,1,43.6654816,-79.3832754
"121 Mcmahon Dr #3315, Toronto, ON M2K 0C1","C$499,000",2 bds1 ba- Condo for sale,499000,2,1,43.7676473,-79.3706957
"28 Wellesley St E #2510, Toronto, ON M4Y 0C4","C$399,900",Studio1 ba- Condo for sale,399900,1,1,43.6655193,-79.3829212
"28 Olive Ave #803, Toronto, ON M2N 7E6","C$497,000",1 bd1 ba- Condo for sale,497000,1,1,43.77934519999999,-79.4136798
"38 Brubeck Rd, Toronto, ON M9M 1W7","C$849,900",3 bds2 ba- House for sale,849900,3,2,43.746828,-79.5591859
"57 Finch Ave W #13, Toronto, ON M2N 2H3","C$952,000",2 bds3 ba- Townhouse for sale,952000,2,3,43.778484,-79.42046069999999
"51 Lonborough Ave, Toronto, ON M6M 1X2","C$789,000",2 bds2 ba- House for sale,789000,2,2,43.6936915,-79.46943879999999
"40 Roxaline St, Toronto, ON M9P 2Y9","C$950,000",3 bds2 ba- House for sale,950000,3,2,43.6978926,-79.5304219
"12 A York St #3202, Toronto, ON M5J 0E4","C$888,000",2 bds2 ba- Condo for sale,888000,2,2,43.6417442,-79.3819559
"26 Oxhorn Rd, Toronto, ON M1C 3L5","C$899,000",3 bds3 ba- House for sale,899000,3,3,43.7845046,-79.1323796
"202 Mckee Ave, Toronto, ON M2N 4C8","C$2,390,000",4 bds5 ba- House for sale,2390000,4,5,43.77599910000001,-79.4010441
"26 Whispering Willow Ptwy, Toronto, ON M1B 4A7","C$699,000",3 bds2 ba- House for sale,699000,3,2,43.8112842,-79.2131313
"20 Richardson St #3110, Toronto, ON M5A 0S6","C$900,000",2 bds2 ba- Condo for sale,900000,2,2,43.645568,-79.3686869
"188 Bonis Ave #TOWNHOUSE, Toronto, ON M1T 3W2","C$639,000",3 bds3 ba- Townhouse for sale,639000,3,3,43.7863551,-79.2915357
"8 Mondeo Dr N #415, Toronto, ON M1P 5C7","C$599,000",2 bds2 ba- Condo for sale,599000,2,2,43.7645573,-79.288366
"80 Orchid Place Dr UNIT 211, Toronto, ON M1B 0C4","C$379,900",1 bd1 ba- Condo for sale,379900,1,1,43.7936287,-79.2358232
"16 Bonnycastle St #4004, Toronto, ON M5A 0C9","C$1,750,000",2 bds6 ba- Condo for sale,1750000,2,6,43.6460855,-79.3648886
"80 Orchid Place Dr #106, Toronto, ON M1B 0C4","C$499,999",2 bds2 ba- Condo for sale,499999,2,2,43.7936287,-79.2358232
"311 Front 55 St E, Toronto, ON M5E 1B3","C$799,900",1 bd2 ba- Condo for sale,799900,1,2,43.6434917,-79.3892126
"8 Ivy Ave, Toronto, ON M4L 2H7","C$899,000",3 bds1 ba- House for sale,899000,3,1,43.672694,-79.33384029999999
"4064 Lawrence Ave E #211, Toronto, ON M1E 4V6","C$399,900",3 bds3 ba- Condo for sale,399900,3,3,43.7673558,-79.1981438
"290 Adelaide St W #2809, Toronto, ON M5A 1N1","C$579,000",1 bd1 ba- Condo for sale,579000,1,1,43.6480809,-79.3910262
"38 Camberley Ct, Toronto, ON M1B 2S6","C$799,000",3 bds2 ba- House for sale,799000,3,2,43.8041619,-79.2045559
"45 Charles St E #909, Toronto, ON M4Y 0B8","C$749,000",1 bd2 ba- Condo for sale,749000,1,2,43.6689111,-79.383977
"22 Donalda Cres, Toronto, ON M1S 1N6","C$2,280,000",4 bds5 ba- House for sale,2280000,4,5,43.7863135,-79.2812086
"65 Blackwell Ave, Toronto, ON M1B 1E1","C$568,000",3 bds2 ba- Condo for sale,568000,3,2,43.8043661,-79.2205197
"235 Grandravine Dr #1601, Toronto, ON M3N 1J2","C$299,900",1 bd1 ba- Condo for sale,299900,1,1,43.748583,-79.5059285
"148 Symons St, Toronto, ON M8V 1V2","C$889,900",3 bds2 ba- House for sale,889900,3,2,43.6070555,-79.4981298
"91 Saint Andrews Blvd, Toronto, ON M9R 1W4","C$1,199,000",3 bds3 ba- House for sale,1199000,3,3,43.6984483,-79.5599708
"58 Orchard View Blvd UNIT 414, Toronto, ON M4R 0A2","C$879,000",2 bds2 ba- Condo for sale,879000,2,2,43.7081369,-79.4005574
"18 Red Fox Pl, Toronto, ON M1B 0A8","C$799,000",3 bds3 ba- Townhouse for sale,799000,3,3,43.8079481,-79.1801413
"628 Fleet St #424, Toronto, ON M5V 1A8","C$880,000",2 bds2 ba- Condo for sale,880000,2,2,43.6361766,-79.4033006
"11 Becky Cheung Ct, Toronto, ON M2M 2E4","C$2,969,900",4 bds5 ba- House for sale,2969900,4,5,43.7898072,-79.4086011
"427 Annette St, Toronto, ON M6P 1R8","C$1,799,000","4 bds3 ba2,041 sqft- House for sale",1799000,4,3,43.6605292,-79.47690109999999
